,GSPC.Open,GSPC.High,GSPC.Low,GSPC.Close,GSPC.Volume,GSPC.Adjusted,GSPC.Return
60,2911.649902,2927.219971,2909.27002,2914,3060850000,2914,0.00276328698511524
61,2910.030029,2920.530029,2907.5,2913.97998,3432300000,2913.97998,-6.8702814001137e-06
62,2926.290039,2937.060059,2917.909912,2924.590088,3364190000,2924.590088,0.00364110531740848
63,2923.800049,2931.419922,2919.370117,2923.429932,3401880000,2923.429932,-0.000396690122407307
64,2931.689941,2939.860107,2921.360107,2925.51001,3598710000,2925.51001,0.000711519704040561
65,2919.350098,2919.780029,2883.919922,2901.610107,3496860000,2901.610107,-0.00816948255801729
66,2902.540039,2909.639893,2869.290039,2885.570068,3328980000,2885.570068,-0.00552797874576744
67,2877.530029,2889.449951,2862.080078,2884.429932,3330320000,2884.429932,-0.000395116380171706
68,2882.51001,2894.830078,2874.27002,2880.340088,3520500000,2880.340088,-0.0014179037440387
69,2873.899902,2874.02002,2784.860107,2785.679932,4501250000,2785.679932,-0.0328642289132352
70,2776.870117,2795.139893,2710.51001,2728.370117,4890630000,2728.370117,-0.0205730078110065
71,2770.540039,2775.77002,2729.439941,2767.129883,3966040000,2767.129883,0.0142061979635735
72,2763.830078,2775.98999,2749.030029,2750.790039,3300140000,2750.790039,-0.00590497905442919
73,2767.050049,2813.459961,2766.909912,2809.919922,3428340000,2809.919922,0.021495600231814
74,2811.669922,2816.939941,2781.810059,2809.209961,3321710000,2809.209961,-0.000252662360390219
75,2802,2806.040039,2755.179932,2768.780029,3616440000,2768.780029,-0.0143919224840026
76,2775.659912,2797.77002,2760.27002,2767.780029,3566490000,2767.780029,-0.000361169897762218
77,2773.939941,2778.939941,2749.219971,2755.879883,3307140000,2755.879883,-0.00429952737403755
78,2721.030029,2753.590088,2691.429932,2740.689941,4348580000,2740.689941,-0.0055118302120862
79,2737.870117,2742.590088,2651.889893,2656.100098,4709310000,2656.100098,-0.0308644337086653
80,2674.879883,2722.699951,2667.840088,2705.570068,4634770000,2705.570068,0.0186250397856806
81,2667.860107,2692.379883,2628.159912,2658.689941,4803150000,2658.689941,-0.0173272640596052
82,2682.649902,2706.850098,2603.540039,2641.25,4673700000,2641.25,-0.00655959942190193
83,2640.679932,2685.429932,2635.340088,2682.629883,5106380000,2682.629883,0.0156667801230478
84,2705.600098,2736.689941,2705.600098,2711.73999,5112420000,2711.73999,0.0108513318160185
85,2717.580078,2741.669922,2708.850098,2740.370117,4708420000,2740.370117,0.0105578437112623
86,2745.449951,2756.550049,2700.439941,2723.060059,4237930000,2723.060059,-0.00631668616316328
87,2726.370117,2744.27002,2717.939941,2738.310059,3623320000,2738.310059,0.00560031716876649
88,2738.399902,2756.820068,2737.080078,2755.449951,3510860000,2755.449951,0.0062592955621174
89,2774.129883,2815.149902,2774.129883,2813.889893,3914750000,2813.889893,0.0212088562809102
90,2806.379883,2814.75,2794.98999,2806.830078,3630490000,2806.830078,-0.00250891657756847
91,2794.100098,2794.100098,2764.23999,2781.01001,4019090000,2781.01001,-0.00919901357847712
92,2773.929932,2775.98999,2722,2726.219971,3670930000,2726.219971,-0.0197014893161064
93,2730.050049,2754.600098,2714.97998,2722.179932,4091440000,2722.179932,-0.00148191967008372
94,2737.899902,2746.800049,2685.75,2701.580078,4402370000,2701.580078,-0.00756741086724022
95,2693.52002,2735.379883,2670.75,2730.199951,4179140000,2730.199951,0.0105937533494057
96,2718.540039,2746.75,2712.159912,2736.27002,3975180000,2736.27002,0.00222330565853851
97,2730.73999,2733.159912,2681.090088,2690.72998,3772900000,2690.72998,-0.0166431089282628
98,2654.600098,2669.439941,2631.52002,2641.889893,4357900000,2641.889893,-0.0181512405046307
99,2657.73999,2670.72998,2649.820068,2649.929932,3233550000,2649.929932,0.00304329072203312
100,2633.360107,2647.550049,2631.090088,2632.560059,1651650000,2632.560059,-0.00655484237158317
101,2649.969971,2674.350098,2649.969971,2673.449951,3443950000,2673.449951,0.0155323681449199
102,2663.75,2682.530029,2655.889893,2682.169922,3485220000,2682.169922,0.00326169225525927
103,2691.449951,2744,2684.379883,2743.790039,3951670000,2743.790039,0.0229739795732449
104,2736.969971,2753.75,2722.939941,2737.800049,3560770000,2737.800049,-0.00218310800566327
105,2737.76001,2760.879883,2732.76001,2760.169922,4658580000,2760.169922,0.00817074753438289
106,2790.5,2800.179932,2773.379883,2790.370117,4186060000,2790.370117,0.0109414260184812
107,2782.429932,2785.929932,2697.179932,2700.060059,4499840000,2700.060059,-0.0323649029387882
